,text,labels
2573,"Turkey is wrinkled by rugged mountain ranges that surround and intersect the high , semiarid Anatolian plateau .",B-geo O O O O O O O O O O O O O O O O O
2574,Iraq 's main Sunni Arab coalition has challenged partial vote results showing a strong lead for a Shi'ite coalition in last week 's parliamentary elections .,B-geo O O B-per I-per O O O O O O O O O O O O O O O O O O O O O
2575,"The United Nations estimates there are at least 1,100 political prisoners in Burma .",O B-org I-org O O O O O O O O O B-geo O
2576,Both sides say they may turn to an international arbitration court for help .,O O O O O O O O O O O O O O
2577,"Lustiger , who was born to Jewish parents before converting to Catholicism , had requested that his funeral include both faiths .",B-geo O O O O O O O O O O B-geo O O O O O O O O O O
2578,"In another development , the U.S. military says an American soldier was killed Thursday by small arms fire in the northern city of Mosul .",O O O O O B-geo O O O B-gpe O O O B-tim O O O O O O O O O B-geo O
2579,"The Sunnis , who mostly boycotted the vote , will get only six seats .",O B-org O O O O O O O O O O O O O
2580,"In a statement , the NATO-led International Security Assistance Force says the fighting erupted when insurgents ambushed a joint NATO-Afghan troop patrol in the Korangal Valley of Kunar province late Thursday .",O O O O O B-org I-org I-org I-org I-org O O O O O O O O O O O O O O B-geo I-geo I-geo I-geo O O B-tim O
2581,He claims the sex was consensual .,O O O O O O O
2582,Russia has based troops at former Soviet bases in Georgia since 1991 and had promised to pull them all out by 2008 .,B-geo O O O O O O O O B-geo B-tim I-tim O O O O O O O O O B-tim O
2583,"Moqtada al-Sadr has been a vocal and influential critic of the foreign military presence in Iraq , led by the United States .",B-per I-per O O O O O O O O O O O O O B-geo O O O O B-geo I-geo O
2584,Authorities say the drink probably contained methanol to make it more potent .,O O O O O O O O O O O O O
2585,A bomb blast in Pakistan 's northwestern city of Peshawar has wounded eight people just hours after the U.S. consulate was temporarily closed after receiving a threat .,O O O O B-geo O O O O B-geo O O O O O O O O B-geo O O O O O O O O O
2586,The provinces were a Malay sultanate until Buddhist Thailand annexed them a century ago .,O O O O O O O B-org B-geo O O O O O O
2587,"Heydari went into hiding immediately after his resignation , saying he feared for his life .",B-per O O O O O O O O O O O O O O O
2588,"Meanwhile , a top Lebanese security chief says he and other security officials are willing to stand trial to clear them of any allegations of involvement in the assassination .",O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O
2589,Former Chancellor Kohl now speaks with difficulty after a stroke and is confined to a wheelchair .,O B-per I-per O O O O O O O O O O O O O O
2590,Officials also blamed the weather for poor visibility that led to traffic accidents .,O O O O O O O O O O O O O O
2591,But The United States and Europe accuse Tehran of seeking highly enriched weapons-grade material .,O O B-geo I-geo O B-geo O O O O O O O O O
2592,Cuba 's communist party newspaper is signaling a crackdown on black-market satellite dishes used by citizens to get news from the United States .,B-geo O O O O O O O O O O O O O O O O O O O O B-geo I-geo O
2593,"Rebels in Sudan 's Darfur region say they clashed with government forces Wednesday , days before a scheduled new round of peace talks .",O O B-org I-org I-org O O O O O O O B-tim O O O O O O O O O O O
2594,"The court confirmed Thursday that Ramadan will be hanged , which is the method of state execution in Iraq .",O O O B-tim O B-org O O O O O O O O O O O O B-geo O
2595,"Developing countries say a U.N. climate change report being drafted in Thailand should acknowledge that poor nations contribute little to global warming , but suffer its worst effects .",O O O O B-org O O O O O O B-geo O O O O O O O O O O O O O O O O O
2596,Xinhua says Guangdong province reported an additional 36 deaths Saturday .,B-org O B-org O O O O O O B-tim O
2597,The United States accuses Iran of secretly developing nuclear weapons .,O B-org I-org O B-geo O O O O O O
2598,The Israeli army has expressed its regret .,O B-gpe O O O O O O
2599,President Bush has ordered all White House staff to attend a new round of ethics briefings in the wake of the indictment of a top aide .,B-per I-per O O O B-org I-org O O O O O O O O O O O O O O O O O O O O
2600,"But 60 percent of those surveyed said they were opposed to giving police "" shoot to kill "" authority when pursuing terrorism suspects .",O O O O O O O O O O O O O O O O O O O O O O O O
2601,But he said that would be the last option .,O O O O O O O O B-tim O
2602,A new government report recently released shows the nation 's poverty rate was virtually unchanged in 2007 .,O O O O O O O O O O O O O O O O B-tim O
2603,He told the Associated Press the men were linked to the Pakistani Taliban in the country 's South Waziristan region .,O O O B-org I-org O O O O O O B-gpe B-org O O O O B-geo I-geo O O
2604,Assistant Secretary of State Christopher Hill said Aung San Suu Kyi 's continued house arrest poses a real problem for Burma being able to rejoin the international community .,O O O O B-per I-per O B-geo I-geo I-geo I-geo O O O O O O O O O B-geo O O O O O O O O
2605,"U.N. Secretary-General Ban Ki-moon is there , along with French President Nicolas Sarkozy and Iranian President Mahmoud Ahmadinejad .",B-org I-org I-org I-org O O O O O B-gpe B-per I-per I-per O B-gpe B-per I-per I-per O
2606,"The summer camp offers arts , sports and other activities to some 2,50,000 Gaza children .",O B-tim O O O O O O O O O O O B-org O O
2607,"Haddad Adel is on a two-day visit to Cuba after spending Wednesday in Venezuela , where he thanked the government for its support on nuclear issues .",B-per I-per O O O B-tim O O B-geo O O B-tim O B-geo O O O O O O O O O O O O O
2608,The United States says Iran is secretly developing nuclear weapons - a charge Iran denies .,O B-geo I-geo O B-geo O O O O O O O O B-geo O O
2609,A powerful earthquake has shaken the area around Tibet in China .,O O O O O O O O B-geo O B-geo O
2610,"Fighting between the Colombian army and guerrillas from the Revolutionary Armed Forces of Colombia , FARC , in the past week has caused the displacement of an estimated 3,500 indigenous Nasa people in one southwest province .",O O O B-gpe O O O O O O O O O B-geo O B-geo O O O B-tim O O O O O O O O O O B-geo O O O O O O
2611,Venezuela says a bomb attack has killed Deputy Attorney General Danilo Anderson .,B-geo O O O O O O B-org I-org I-org I-org I-org O
2612,An international journalism advocacy group says the U.S.-based Yahoo Internet company works regularly with Chinese police to supply information on dissidents who use its service .,O O O O O O O O O O O O O O B-gpe O O O O O O O O O O O
2613,"Candidates backed by the moderate Shi'ite prime minister dominated in the capital , Baghdad , and were victorious over other more sectarian Shi'ite rivals across southern Iraq .",O O O O O B-org O O O O O O O B-geo O O O O O O O O B-org O O O B-geo O
2614,This continued until he put up the following effective sign :,O O O O O O O O O O O
2615,Ethiopian security forces say they have foiled what they describe as a terrorist plot by a group linked to the country 's main opposition party .,B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O
2616,"The 2001 presidential election was contested between the followers of Didier RATSIRAKA and Marc RAVALOMANANA , nearly causing secession of half of the country .",O B-tim O O O O O O O O B-per I-per O B-per I-per O O O O O O O O O O
2617,"Mr. Wilson said he feels his family was attacked because he , in his words , spoke the truth about the events that led the United States to war .",B-per I-per O O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O
2618,"In a report issued Tuesday , U.N. Secretary-General Kofi Annan says Haiti is at a critical juncture , as the country prepares for its first set of elections since the ouster of President Jean-Bertrand Aristide in February , 2004 .",O O O O B-tim O B-org I-org B-per I-per O B-geo O O O O O O O O O O O O O O O O O O O O B-per I-per I-per O B-tim I-tim I-tim O
2619,"The bloc has agreed on most of the charter , which will help to turn the group into a rules-based organization along the lines of the European Union .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-org I-org O
2620,"Investigators in New Delhi released the Nigerian diplomat , G.A .",O O B-geo I-geo O O B-gpe O O O O
2621,The weather center says the system is stationary and not expected to move much Thursday .,O O O O O O O O O O O O O O B-tim O
2622,"VOA 's Creole Service has set up a hotline to help Haitians everywhere reach their loved ones , after Tuesday 's devastating earthquake destroyed much of the capital , Port-au-Prince .",B-org O B-org I-org O O O O O O O B-gpe O O O O O O O B-tim O O O O O O O O O B-geo O
2623,"Earlier Wednesday , North Korean leader Kim Jong-il told a Chinese envoy in Pyongyang his country 's goal is a nuclear-free Korean peninsula , and added he hopes the six-party talks can be the first step .",O B-tim O O B-gpe O B-per I-per O O B-gpe O O B-geo O O O O O O O B-gpe O O O O O O O O O O O O O O O
2624,The Chinese city of Tianjin has ordered 40 factories to close for nearly two months in an effort to cut air pollution for the Beijing Olympics .,O B-gpe O O B-geo O O O O O O O O B-tim O O O O O O O O O O B-geo I-geo O
2625,A competing company would also have to pay Chevron a $ 500-million fee if it broke up the Unocal-Chevron deal .,O O O O O O O O B-org O O O O O O O O O O O O
2626,"THE Dog , as created , had a rigid tail , but after some centuries of a cheerless existence , unappreciated by Man , who made him work for his living , he implored the Creator to endow him with a wag .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2627,"The doctors in Vienna say the level was about 6,000 times higher than normal .",O O O B-geo O O O O O O O O O O O
2628,His lawyers argue that the books are evidence that Williams has turned his life around during his 24 years in prison .,O O O O O O O O O B-per O O O O O O B-tim I-tim O B-tim I-tim O
2629,"Earlier , U.S. military said coalition forces captured 16 suspected terrorists in raids Saturday targeting al-Qaida in Iraq .",O O B-geo O O O O O O O O O O B-tim O B-org O B-geo O
2630,"As part of his plea-bargain , he is expected to cooperate with federal investigators , meaning he could provide names of U.S. congressmen with whom he had illegal dealings .",O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O
2631,"Morocco is also the world 's largest exporter of phosphate , which has long provided a source of export earnings and economic stability .",B-org O O O O O O O O O O O O O O O O O O O O O O O
2632,The inspection followed repeated IAEA efforts to return to Parchin to again check for radioactivity in buildings and other areas within the sprawling military complex .,O O O O B-org O O O O B-geo O O O O O O O O O O O O O O O O
2633,Some infomation for this report provided by AP and AFP .,O O O O O O O B-org O B-org O
2634,"In his ruling , late Wednesday , New York Judge Frank Maas granted a petition by Bosnian authorities - who have accused former ambassador Muhamed Sacirbey of stealing $ 2.4 million in Bosnian public funds .",O O O O O B-tim O B-org I-org I-org B-per I-per O O O O B-gpe O O O O O O O O B-org O O O O O O B-gpe O O O
2635,Another policeman was killed and two were wounded early Sunday in an attack on a police checkpoint on the main highway linking the southern city of Kandahar with Kabul .,O O O O O O O O O B-tim O O O O O O O O O O O O O O O O B-geo O B-geo O
2636,The European Union and U.S.-based Carter Center expressed concerns over the vote and the post-election violence .,O B-org I-org O B-org I-org I-org O O O O O O O O O O
2637,The U.S. Justice Department says the fine is the largest ever levied in a health care fraud case .,O B-org I-org I-org O O O O O O O O O O O O O O O
2638,A United Nations investigation team says a powerful truck bomb caused the explosion that killed former Lebanese Prime Minister Rafik Hariri .,O B-org I-org O O O O O O O O O O O O O B-gpe B-per I-per I-per I-per O
2639,Mr. Brown pledged to work for reconciliation between China and the people of Tibet .,B-per I-per O O O O O O B-geo O O O O B-org O
2640,The report says America lacks the intelligence on Tehran 's arms to allow firm judgments about its weapons programs .,O O O B-org O O O O B-geo O O O O O O O O O O O
2641,"Government statistics indicate GDP growth was strong , surpassing 10 % in 2008 , despite the roadblocks of a tough , centrally directed economy with a high rate of inflation and a low rate of unemployment .",O O O O O O O O O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O
2642,"After the war , a reunited but truncated Czechoslovakia ( less Ruthenia ) fell within the Soviet sphere of influence .",O O O O O O O O B-geo O O B-geo O O O O O O O O O
2643,Iran 's intelligence ministry announced the arrests but has not named the journalists who were detained .,B-geo O O O O O O O O O O O O O O O O
2644,"Former Lebanese Prime Minister Rafik Hariri , the billionaire tycoon who oversaw the post-civil war reconstruction of Beirut , died Monday in a Beirut car bombing .",O B-gpe B-per O B-per I-per O O O O O O O O O O O B-geo O O B-tim O O B-geo O O O
2645,The draft will fail if three provinces vote against it .,O O O O O O O O O O O
2646,"In a major policy shift , the Bush administration agreed to back European incentives , after Britain , France and Germany said they would support U.S. efforts to bring Iran before the U.N. Security Council if nuclear talks fail .",O O O O O O O B-org O O O O O O O O B-geo O B-geo O B-geo O O O O B-geo O O O B-geo O O B-org I-org I-org O O O O O
2647,"In Baghdad , a high-ranking security official died after a bomb attached to his car exploded .",O B-geo O O O O O O O O O O O O O O O
2648,"U.S. lawmakers voted overnight Saturday to approve the measure , which requires India to open its civilian nuclear facilities to international inspection .",B-geo O O O B-tim O O O O O O O B-geo O O O O O O O O O O
2649,U.S. business tycoon Donald Trump intends to build a high-rise building in the former Soviet republic of Georgia .,B-geo O O B-per I-per O O O O O O O O O B-geo I-geo I-geo I-geo O
2650,An American soldier also was killed Thursday in combat operations in northern Baghdad .,O B-gpe O O O O B-tim O O O O O B-geo O
2651,"King Abdullah called the discussions "" fruitful , "" and said he appreciates Mr. Bush 's desire to promote peace and stability in the Middle East .",B-per I-per O O O O O O O O O O O B-per I-per O O O O O O O O O B-geo I-geo O
2652,"He faces charges of war crimes , genocide and crimes against humanity .",O O O O O O O O O O O O O
2653,"The U.S. military says two American pilots were killed in a military helicopter crash in northern Iraq , which was likely caused by hostile fire .",O B-geo O O O B-gpe O O O O O O O O O O B-geo O O O O O O O O O
2654,He also asserted that the Bush administration ordered Israel to attack Hezbollah positions in the country last year .,O O O O O B-per O O B-geo O O B-org O O O O O O O
2655,The head of Iran 's nuclear negotiators has warned that the country 's incoming president may reverse an agreement to freeze uranium enrichment activities .,O O O B-geo O O O O O O O O O O O O O O O O O O O O O
2656,"It says Valenzuela will meet with students at a university in Ecuador , the University Tecnica Particular de Loja , and deliver a speech on U.S. foreign policy at the Latin American Faculty for Social Sciences .",O O B-per O O O O O O O O B-geo O O B-org I-org I-org I-org I-org O O O O O O B-geo O O O O O B-gpe O O B-org I-org O
2657,"The Geneva-based U.N. agency says people working in the construction , real estate and auto industries will be hardest hit .",O O B-org O O O O O O O O O O O O O O O O O O
2658,Local government officials deny that any reporters were beaten .,O O O O O O O O O O
2659,"NATO officials say a cargo helicopter chartered by a military contractor is missing in Afghanistan , and that NATO troops are assisting in the search .",B-org O O O O O O O O O O O O O B-geo O O O B-org O O O O O O O
2660,"The report comes as President Bush completes a visit to the Middle East aimed , in part , at securing support for increased pressure on Iran .",O O O O B-per I-per O O O O O B-geo I-geo O O O O O O O O O O O O B-geo O
2661,The government has not reported any casualties .,O O O O O O O O
2662,"Financial services - banking , fund management , insurance - account for about 23 % of employment and about 55 % of total income in this tiny , prosperous Channel Island economy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O
2663,Authorities say the soldiers were traveling on a bridge in the jungle province of Putumayo Wednesday when the rebels known as the FARC detonated mines hidden on the span .,O O O O O O O O O O O O O O B-geo B-tim O O O O O O B-org O O O O O O O
2664,Russia is one of five foreign powers working with North Korea on the dismantling of its nuclear weapons program .,B-geo O O O O O O O O B-geo I-geo O O O O O O O O O
2665,"Two other sitting senators , New York 's Hillary Rodham Clinton and Barack Obama of Illinois , are also considering seeking the nomination .",O O O O O B-geo I-geo O B-geo I-geo I-geo O B-geo B-per O B-geo O O O O O O O O
2666,"In a separate incident , U.S. authorities have expressed deep regret for the mistaken bombing Saturday of a house near the northern city of Mosul .",O O O O O B-geo O O O O O O O O O B-tim O O O O O O O O B-geo O
2667,"Officials said Wednesday the men were abducted while on a mission in western Farah province , and their bodies were dumped in the desert .",O O B-tim O O O O O O O O O O B-geo O O O O O O O O O O O
2668,U.S. weather forecasters say Tropical Storm Ernesto has formed over the Caribbean and is heading toward Jamaica and the Cayman Islands .,B-geo O O O B-eve I-eve I-eve O O O O B-geo O O O O B-geo O O B-org I-org O
2669,A lack of coordination among dozens of aid agencies has led to failed reconstruction projects .,O O O O O O O O O O O O O O O O
2670,Israel also killed more than a dozen Hamas fighters when it bombed a soccer field where the militants were training .,B-geo O O O O O O B-org O O O O O O O O O O O O O
2671,The oil company Royal Dutch Shell says one of its key oil terminals in Nigeria can not honor its export contracts due to security problems .,O O O B-org I-org I-org O O O O O O O O B-geo O O O O O O O O O O O
2672,Most of the hostages have been released unharmed .,O O O O O O O O O
2673,Opposition leader Viktor Yushchenko Wednesday thanked his supporters for their continuous protests following last month 's fraudulent runoff vote .,O O O O B-tim O O O O O O O O O O O O O O O
2674,"In Baghdad , U.S. military officials said a service member died in a roadside bomb attack Monday .",O B-geo O B-geo O O O O O O O O O O O O B-tim O
2675,This assault comes as local and military officials continue to search for 16 missing soldiers believed to be kidnapped by Taleban militants .,O O O O O O O O O O O O O O O O O O O O B-org O O
2676,"The student leaders were jailed for staging demonstrations against King Gyanendra 's seizure of absolute power , and for demanding the restoration of democracy .",O O O O O O O O O B-org I-org O O O O O O O O O O O O O O
2677,"Rebels in eastern Sudan say government war planes have been bombing a rebel area near the border with Eritrea , wounding several people .",O O B-geo I-geo O O O O O O O O O O O O O O B-geo O O O O O
2678,"The Libyan native , considered third in charge of al-Qaida , had a $ 1 million bounty on his head .",O B-gpe O O O O O O O B-org O O O O O O O O O O O
2679,"Shortly after Friday prayers Friday , police used batons to beat back worshippers protesting the official inquiry into the bombing .",O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O
2680,Seven-time world champion Liv-Grete Poiree of Norway will seek her first Olympic gold in her third appearance at the Winter Games .,O O O B-per I-per O B-geo O O O O O O O O O O O O O O O
2681,A number of reinsurance companies relocated to the island following the 11 September 2001 attacks and again after Hurricane Katrina in August 2005 contributing to the expansion of an already robust international business sector .,O O O O O O O O O O O B-tim I-tim I-tim O O O O O B-nat O B-tim I-tim O O O O O O O O O O O O
2682,"Brother of Iraqi policeman cries over coffin during funeral in Baghdad , Friday",O O B-gpe O O O O O O O B-geo O B-tim
2683,He formerly held positions at the U.S. Treasury Department and the World Bank .,O O O O O O B-org I-org I-org O O B-org I-org O
2684,Pope Benedict last week invited countries without diplomatic relations with the Vatican to establish ties soon .,B-per I-per O O O O O O O O O B-org O O O O O
2685,"On his way he met a man on horseback who begged the hare of him , under the pretense of purchasing it .",O O O O O O O O O O O O O O O O O O O O O O O
2686,"A well-known journalist in Gambia has been shot and killed in the capital , Banjul .",O O O O B-geo O O O O O O O O O B-geo O
2687,"And an Iraqi militant group posted a video on the Internet it says shows the killing of American hostage Ronald Allen Schultz , who was abducted this month .",O O B-gpe O O O O O O O O O O O O O O B-org O B-per I-per I-per O O O O O O O
2688,Final results are due by October 22 .,O O O O O B-tim I-tim O
2689,"London 's Financial Times 100 index gained 1.4 percent to finish at 4,123 .",B-geo O O O O O O O O O O O O O
2690,"A Taliban spokesman , Yusuf Ahmadi said the Kandahar operation killed only four insurgents , and left many civilians dead .",O B-org O O B-per I-per O O B-geo O O O O O O O O O O O O
2691,He says the overwhelming majority of British troops in Iraq are doing a great job helping Iraq become a democracy .,O O O O O O B-gpe O O B-geo O O O O O O B-geo O O O O
2692,"Former U.S. Marine General John J. "" Jack "" Sheehan , one of the generals , says Vice President Dick Cheney and others who still believe the Iraq war can be won , continue to hold more power within the administration than "" pragmatists looking for a way out of Iraq . """,O B-org I-org I-org B-per I-per I-per I-per I-per I-per O O O O O O O O B-per I-per I-per O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O B-geo O O
2693,Insurgents in Iraq Tuesday released a video tape that shows a U.S. citizen held hostage and saying his life is in danger .,O O B-geo B-tim O O O O O O O B-geo O O O O O O O O O O O
2694,Russian Foreign Ministry spokesman Andrei Nesterenko said Thursday that President Dmitri Medvedev and his U.S. counterpart Barack Obama are hoping to announce the talks ' progress when Mr. Obama visits Moscow in early July .,B-gpe B-org I-org O B-per I-per O B-tim O B-per I-per I-per O O B-geo O B-per I-per O O O O O O O O O B-per I-per B-org I-org O O B-tim O
2695,It added that the group may have been held for a ransom demand .,O O O O O O O O O O O O O O
2696,At least two people were arrested .,O O O O O O O
2697,The latest series of bird flu outbreaks in and around Rangoon began last month .,O O O O O O O O O O B-geo O O O O
2698,The spokesman said they talked about the importance of working together to promote good governance in the region .,O O O O O O O O O O O O O O O O O O O
2699,"Earlier Friday , at least eight people died and more than 20 were wounded in a Baghdad car bombing near a Sunni Muslim mosque .",O B-tim O O O O O O O O O O O O O O B-geo O O O O B-org I-org O O
2700,"Earlier this month , Colombia agreed to temporarily release jailed ELN rebel leader Francisco Galan to allow him to negotiate with civil society leaders about launching talks with the Uribe government .",O O O O B-geo O O O O O B-org O O B-geo I-geo O O O O O O O O O O O O O O B-per O O
2701,"Chinese state media , citing the alleged study , had reported that more than two million Chinese children die each year from health problems related to indoor air pollution .",B-gpe O O O O O O O O O O O O O O O B-gpe O O O O O O O O O O O O O
2702,The Bush Administration has since promoted use of Nevirapine in Africa .,O B-org I-org O O O O O B-org O B-geo O
2703,The Africa Partnership Initiative was established by the G8 in 2003 as a way to encourage dialogue between African nations and the world 's wealthiest countries .,O B-geo I-geo I-geo O O O O O O B-tim O O O O O O O B-gpe O O O O O O O O
2704,French President Jacques Chirac has offered his support for Croatia 's aspirations for European Union membership .,B-gpe B-per I-per I-per O O O O O B-geo O O O B-org I-org O O
2705,"The district is controlled by the Shi'ite Mahdi militia , which largely ignored a strict curfew imposed on the rest of the Iraqi capital .",O O O O O O O O O O O O O O O O O O O O O O B-gpe O O
2706,Morales is the first indigenous Bolivian to be elected president .,B-per O O O O B-gpe O O O O O
2707,The two-day talks will begin on January 17 and they will be led by the countries ' foreign secretaries .,O O O O O O B-tim I-tim O O O O O O O O O O O O
2708,"The comments came Monday from OPEC President Sheikh Ahmad al-Fahd al-Sabah , who is also Kuwait 's oil minister .",O O O B-tim O B-org B-per I-per I-per I-per I-per O O O O B-gpe O O O O
2709,Santa and his reindeer finally had a chance to rest .,B-geo O O O O O O O O O O
2710,The video showed the man urging U.S. officials to open a dialogue with insurgents in order to save his life .,O O O O O O B-geo O O O O O O O O O O O O O O
2711,Officials held a rare news conference in the capital city Sunday to denounce the attack .,O O O O O O O O O O B-tim O O O O O
2712,This is the second indictment in two days against the former dictator .,O O O O O O B-tim O O O O O O
2713,Corporal Payne has pleaded not guilty to the more serious charges of manslaughter and obstructing justice .,O B-per O O O O O O O O O O O O O O O
2714,"Mr. da Silva said his country must help in the fight against the U.S. economic embargo , saying that Brazil has a chance to help restore normal relations for Cuba .",B-per I-per I-per O O O O O O O O O O B-geo O O O O O B-geo O O O O O O O O O B-geo O
2715,Iran has agreed to allow the inspections as part of a deal to resolve questions about its nuclear activities .,B-geo O O O O O O O O O O O O O O O O O O O
2716,It carried cosmonauts Fyodor Yurchikhin and Oleg Kotov and American computer software billionaire Charles Simonyi .,O O O B-per I-per O B-per I-per O B-gpe O O O B-per I-per O
2717,"In exchange , the EU pledges Iran fuel , trade and investment as well as political and technological cooperation .",O O O O B-org O B-geo O O O O O O O O O O O O O
2718,The victim was reported to be between 14 and 18-years-old .,O O O O O O O O O O O
2719,"Paktiawal survived the blast with injuries , but two of his officers died .",B-per O O O O O O O O O O O O O
2720,"AN Ambitious Writer , distinguished for the condition of his linen , was travelling the high road to fame , when he met a Tramp .",O O O O O O O O O O O O O O O O O O O O O O O O O O
2721,An international human rights group is urging NATO to stop transferring detainees to Afghan security forces because of reports they torture their prisoners .,O O O O O O O B-org O O O O O B-gpe O O O O O O O O O O
2722,"Benjamin Netanyahu , who is trying to form a coalition government , has said his government would expand existing settlements to accommodate for "" natural growth "" of Israel 's populations .",B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O
2723,"In addition to the imprisonment of journalists , Amnesty condemns efforts by authorities to interrupt the Internet inside Iran , ban coverage of the unrest in local publications and prevent foreign journalists from doing their work properly .",O O O O O O O O B-org O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
2724,He says Mr. Abdulkadir was bound and shot in front of his wife .,O O B-per B-org O O O O O O O O O O
2725,Rio is one of the world 's most violent cities .,B-org O O O O O O O O O O
2726,"He grasped as many as he could possibly hold , but when he tried to pull out his hand , he was prevented from doing so by the neck of the pitcher .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2727,"The fighting has left some 1,80,000 people dead and another two million homeless .",O O O O O O O O O O O O O O
2728,The gathering in Vienna of religious and political leaders is examining ways to improve contacts between the West and Muslim nations .,O O O B-geo O O O O O O O O O O O O O B-geo O B-org O O
2729,"He is scheduled to visit Europe , Mexico and Brazil before returning to the United States .",O O O O O B-geo O B-geo O B-geo O O O O B-geo I-geo O
2730,The devices confiscated during the past two weeks will be returned to their owners .,O O O O O B-tim I-tim O O O O O O O O
2731,The first Roman Catholic priest to serve as a voting member of the U.S Congress has died .,O O B-per I-per O O O O O O O O O B-org I-org O O O
2732,African Union spokesman Noureddine Mezni says it is unclear how many of the hostages were released .,B-geo I-geo O B-geo I-geo O O O O O O O O O O O O
2733,Ukraine 's defense ministry says it will begin a three-stage withdrawal of its troops from Iraq next week .,B-geo O O O O O O O O O O O O O O B-geo O O O
2734,Seven miners escaped with minor injuries .,O O O O O O O
2735,Burma 's military government issued the announcement on state-radio Sunday .,B-geo O O O O O O O B-tim I-tim O
2736,The index lists Nigeria ahead of only Bangladesh and Haiti as the most corrupt nations in the world .,O O O B-geo O O O B-geo O B-geo O O O O O O O O O
2737,"U.S. and European officials say China 's currency , the yuan , is undervalued , giving Chinese-made products an unfair advantage over foreign competitors .",B-geo O O O O B-geo O O O O O O O O O O O O O O O O O O O
2738,"As onlookers gathered around the crash , the vehicle exploded , killing rescue workers and bystanders .",O O O O O O O O O O O O O O O O O
2739,"Official statistics show that more than 26,000 people die in road accidents in Iran each year due to unsafe vehicles , disregard for traffic rules and inadequate emergency services .",O O O O O O O O O O O O O B-geo B-tim O O O O O O O O O O O O O O O
2740,Mr. Buckovski is also meeting at the Pentagon with U.S. Defense Secretary Donald Rumsfeld .,B-per I-per O O O O O B-org O B-org I-org O B-per I-per O
2741,There has been no word on casualties .,O O O O O O O O
2742,Turkish authorities say a double bomb attack in Istanbul has killed at least 15 people and wounded 150 others .,B-gpe O O O O O O O B-geo O O O O O O O O O O O
2743,"Mr. Ri reportedly was sent to a detention camp for criticizing North Korea during talks with his subordinates , while Mr. Kim was punished after a family member defected to South Korea .",B-per I-per O O O O O O O O O B-geo I-geo O O O O O O O B-per B-geo O O O O O O O O B-geo I-geo O
2744,British authorities detained 23 people last week .,B-gpe O O O O O O O
2745,"The new price would be $ 95 per 1,000 cubic meters , up from the previous rate of $ 50 .",O O O O O O O O O O O O O O O O O O O O O
2746,President Hugo Chavez Tuesday said the United States is refusing to sell parts to Caracas to maintain its fleet of U.S.-made F-16 fighters .,B-per I-per I-per B-tim O O B-geo I-geo O O O O O O B-geo O O O O O O O O O
2747,"Last year , Pyongyang indicated it might be willing to invite officials from the International Atomic Energy Agency , possibly including ElBaradei , under certain conditions .",O O O B-org O O O O O O O O O O B-org I-org I-org I-org O O O B-per O O O O O
2748,"Militants have attacked trucks carrying supplies for U.S. and NATO forces in the past , but this is the first attack to take place so close to Islamabad .",O O O O O O O B-geo O B-org O O O O O O O O O O O O O O O O O B-geo O
2749,The process received a boost last week when the two sides re-opened a historic bus route across the military line-of-control for the first time in nearly 60 years .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2750,"Brazil 's federal , state , and municipal governments will all contribute to the fund .",B-geo O O O O O O O O O O O O O O O
2751,Rescuers have had to work mostly by hand to remove debris because streets in the neighborhood are too narrow for large machinery .,O O O O O O O O O O O O O O O O O O O O O O O
2752,The election of a new Cypriot president in 2008 served as the impetus for the UN to encourage both the Greek Cypriot and Turkish Cypriot communities to reopen unification negotiations .,O O O O O B-gpe O O B-tim O O O O O O B-org O O O O B-gpe I-gpe O B-gpe I-gpe O O O O O O
2753,"They include AIDS awareness and prevention , and vaccinations against diseases .",O O B-org O O O O O O O O O
2754,"Electoral commission president , Abdouramane Goushmane says the commission postponed the elections after it realized that all of the ballots would not be ready in time for the poll Saturday .",O O O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O B-tim O
2755,"The suspected Taleban fired rockets at Mr. Sherzai on a main road between the Afghan capital , Kabul and Gardez .",O O B-org O O O B-per I-per O O O O O O B-gpe O O B-org O B-org O
2756,"In October 2004 , King Norodom SIHANOUK abdicated the throne and his son , Prince Norodom SIHAMONI , was selected to succeed him .",O B-tim I-tim O B-org I-org I-org O O O O O O O B-org I-org I-org O O O O O O O
2757,The cardinal was known for his work promoting greater understanding between Catholics and Jews .,O O O O O O O O O O O B-org I-org I-org O
